transaction_id,customer_id,amount,time,location,is_fraud
TRANS_676,CUST_257,3205.93,23,Online,1
TRANS_987,CUST_10,4499.67,3,Loja Física,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_355,CUST_144,1629.32,21,Online,0
TRANS_1141,CUST_400,352.86,21,Online,0
TRANS_1372,CUST_101,2051.1,21,Online,0
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_1107,CUST_247,3658.82,1,Online,0
TRANS_431,CUST_38,3257.91,16,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1938,CUST_497,4735.72,22,Online,0
TRANS_1574,CUST_182,5.67,11,Loja Física,0
TRANS_1003,CUST_341,4860.17,23,Loja Física,1
TRANS_1177,CUST_218,4292.42,14,Loja Física,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_904,CUST_134,3383.96,19,Online,1
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1670,CUST_371,2608.87,14,Online,0
TRANS_676,CUST_257,3205.93,23,Online,1
TRANS_1893,CUST_467,912.16,4,Online,0
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1173,CUST_46,214.91,21,Loja Física,0
TRANS_1120,CUST_472,1679.36,20,Loja Física,1
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_1003,CUST_341,4860.17,23,Loja Física,1
TRANS_855,CUST_321,2310.48,17,Loja Física,0
TRANS_1953,CUST_198,4086.56,9,Online,1
TRANS_1086,CUST_422,2204.42,22,Online,0
TRANS_711,CUST_397,3669.4,17,Online,1
TRANS_1879,CUST_310,1523.19,20,Online,0
TRANS_1477,CUST_439,2198.55,19,Loja Física,0
TRANS_372,CUST_147,188.17,1,Online,0
TRANS_1969,CUST_199,4357.71,12,Online,0
TRANS_148,CUST_261,3806.33,23,Online,1
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_73,CUST_340,4639.12,23,Online,1
TRANS_357,CUST_112,658.71,23,Online,1
TRANS_711,CUST_397,3669.4,17,Online,1
TRANS_1502,CUST_157,1476.62,0,Online,0
TRANS_1535,CUST_446,1479.98,0,Loja Física,0
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_197,CUST_388,1374.7,22,Online,0
TRANS_1451,CUST_39,4386.07,8,Online,0
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1623,CUST_177,266.51,22,Online,0
TRANS_1837,CUST_469,3795.09,20,Loja Física,0
TRANS_1242,CUST_231,2440.9,23,Online,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_862,CUST_132,4001.35,3,Online,0
TRANS_191,CUST_63,759.53,10,Loja Física,0
TRANS_770,CUST_361,4782.72,8,Online,0
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_353,CUST_263,1294.38,10,Online,0
TRANS_1241,CUST_273,1925.63,6,Online,0
TRANS_462,CUST_6,1140.21,9,Online,0
TRANS_1704,CUST_321,4713.91,21,Loja Física,0
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_1640,CUST_342,3225.94,13,Online,0
TRANS_1498,CUST_15,49.27,11,Online,0
TRANS_513,CUST_176,1286.53,13,Loja Física,0
TRANS_1741,CUST_432,1377.15,10,Online,1
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_1684,CUST_413,11.76,16,Online,0
TRANS_1511,CUST_243,3831.75,11,Online,0
TRANS_1850,CUST_173,1661.17,7,Online,0
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_1712,CUST_328,983.19,19,Loja Física,0
TRANS_346,CUST_473,2229.3,0,Online,0
TRANS_502,CUST_127,3582.17,0,Online,0
TRANS_600,CUST_474,3782.04,10,Online,0
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_1894,CUST_227,1857.85,9,Online,0
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1109,CUST_51,4291.59,7,Online,0
TRANS_68,CUST_242,3899.02,14,Online,0
TRANS_786,CUST_233,1480.75,16,Online,0
TRANS_811,CUST_57,2163.22,16,Online,0
TRANS_274,CUST_113,3546.76,16,Loja Física,0
TRANS_959,CUST_28,3648.89,23,Loja Física,1
TRANS_1070,CUST_222,4575.87,20,Online,0
TRANS_1978,CUST_335,3371.73,18,Loja Física,0
TRANS_1039,CUST_457,1654.42,11,Online,0
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_241,CUST_233,4301.31,15,Loja Física,0
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1062,CUST_379,1022.81,0,Online,0
TRANS_98,CUST_44,1866.58,9,Online,0
TRANS_1470,CUST_420,4138.46,18,Online,0
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_1736,CUST_182,2650.65,14,Online,0
TRANS_1495,CUST_216,1397.41,6,Online,0
TRANS_1338,CUST_275,1719.12,2,Loja Física,0
TRANS_468,CUST_349,1902.03,1,Loja Física,0
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_1003,CUST_341,4860.17,23,Loja Física,1
TRANS_850,CUST_422,3445.98,21,Online,0
TRANS_1513,CUST_292,3069.95,10,Online,0
TRANS_1826,CUST_34,1108.16,8,Online,0
TRANS_337,CUST_424,4545.62,6,Loja Física,1
TRANS_367,CUST_37,1247.33,8,Online,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1999,CUST_273,3163.25,23,Online,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_303,CUST_401,4981.69,21,Online,0
TRANS_294,CUST_160,4879.45,3,Online,0
TRANS_973,CUST_240,1251.48,5,Online,0
TRANS_662,CUST_23,1996.32,19,Online,0
TRANS_1795,CUST_115,4240.97,21,Loja Física,0
TRANS_1529,CUST_302,2505.62,21,Online,0
TRANS_892,CUST_1,3099.85,12,Loja Física,0
TRANS_1013,CUST_98,578.27,11,Online,0
TRANS_455,CUST_17,1835.48,15,Loja Física,0
TRANS_1204,CUST_127,3340.68,15,Online,1
TRANS_405,CUST_445,154.72,18,Online,1
TRANS_542,CUST_288,3685.68,12,Online,0
TRANS_1953,CUST_198,4086.56,9,Online,1
TRANS_1065,CUST_449,3965.31,14,Online,0
TRANS_536,CUST_371,3339.41,9,Online,0
TRANS_134,CUST_344,808.0,17,Online,1
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_588,CUST_106,2791.13,18,Online,0
TRANS_596,CUST_58,1008.66,19,Online,0
TRANS_937,CUST_471,1814.37,10,Online,0
TRANS_643,CUST_47,4030.6,19,Online,0
TRANS_475,CUST_481,1997.12,5,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_238,CUST_121,3002.1,16,Online,0
TRANS_1227,CUST_493,2154.98,12,Online,1
TRANS_1992,CUST_372,3428.79,6,Online,0
TRANS_1204,CUST_127,3340.68,15,Online,1
TRANS_839,CUST_141,3631.27,2,Online,0
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_110,CUST_252,4124.28,23,Online,1
TRANS_1097,CUST_435,833.94,12,Online,0
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_357,CUST_112,658.71,23,Online,1
TRANS_761,CUST_224,3688.48,16,Loja Física,1
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_1134,CUST_249,2359.08,0,Online,0
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_1995,CUST_402,1872.74,5,Online,1
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_731,CUST_391,4222.56,23,Online,1
TRANS_448,CUST_317,3990.08,21,Online,1
TRANS_617,CUST_89,4131.21,18,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1291,CUST_4,3571.59,23,Loja Física,1
TRANS_1,CUST_103,2983.37,18,Online,0
TRANS_1091,CUST_306,2528.51,19,Online,0
TRANS_1448,CUST_104,628.48,14,Online,0
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_1375,CUST_265,3030.87,7,Online,0
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_767,CUST_279,365.06,20,Online,0
TRANS_267,CUST_52,527.32,12,Online,0
TRANS_1525,CUST_200,4775.8,1,Loja Física,0
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1633,CUST_455,3390.68,11,Online,0
TRANS_692,CUST_396,1519.86,20,Online,0
TRANS_1323,CUST_62,4369.12,23,Online,1
TRANS_1386,CUST_444,1924.11,23,Online,0
TRANS_60,CUST_21,4713.95,8,Online,1
TRANS_194,CUST_241,2101.54,3,Loja Física,0
TRANS_298,CUST_324,3295.25,10,Loja Física,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_964,CUST_192,3758.12,7,Online,0
TRANS_571,CUST_5,1620.24,3,Online,1
TRANS_1593,CUST_154,4550.17,12,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_1327,CUST_203,336.89,13,Online,0
TRANS_736,CUST_75,3688.1,12,Online,0
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_447,CUST_453,3812.61,20,Online,0
TRANS_1246,CUST_300,3719.25,9,Loja Física,0
TRANS_237,CUST_446,2402.29,9,Online,0
TRANS_1881,CUST_55,12.36,0,Online,0
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_1483,CUST_10,2554.61,15,Online,0
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_1828,CUST_165,184.91,9,Online,0
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_1679,CUST_435,1470.08,2,Loja Física,0
TRANS_127,CUST_157,4404.95,13,Online,1
TRANS_483,CUST_256,96.07,13,Online,0
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_404,CUST_208,702.56,2,Online,0
TRANS_1307,CUST_36,1848.42,13,Loja Física,0
TRANS_1117,CUST_330,1792.2,21,Online,0
TRANS_1999,CUST_273,3163.25,23,Online,1
TRANS_465,CUST_233,3342.72,14,Online,0
TRANS_1792,CUST_224,3173.65,17,Loja Física,1
TRANS_399,CUST_366,4340.25,12,Online,0
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_1509,CUST_95,3845.77,23,Online,1
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_747,CUST_408,2190.83,1,Online,0
TRANS_568,CUST_60,432.86,20,Loja Física,1
TRANS_686,CUST_476,293.61,9,Online,0
TRANS_1014,CUST_105,4301.4,23,Loja Física,1
TRANS_1067,CUST_236,3174.74,19,Loja Física,0
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_1720,CUST_92,1943.89,19,Online,0
TRANS_960,CUST_220,3828.74,16,Loja Física,0
TRANS_1971,CUST_407,3984.42,2,Online,0
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_266,CUST_442,841.58,22,Online,0
TRANS_1757,CUST_2,988.64,21,Online,0
TRANS_783,CUST_100,109.62,22,Online,0
TRANS_541,CUST_322,844.23,15,Loja Física,0
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1365,CUST_386,1732.66,14,Online,0
TRANS_1123,CUST_262,4130.76,1,Online,0
TRANS_1309,CUST_223,2097.64,17,Online,1
TRANS_1515,CUST_299,2440.7,17,Online,0
TRANS_1161,CUST_466,4536.44,13,Loja Física,0
TRANS_120,CUST_410,3543.27,16,Online,0
TRANS_1784,CUST_81,2827.6,6,Online,0
TRANS_711,CUST_397,3669.4,17,Online,1
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_582,CUST_424,2667.12,10,Loja Física,0
TRANS_307,CUST_325,3402.74,23,Online,1
TRANS_1271,CUST_101,2862.38,7,Loja Física,0
TRANS_1048,CUST_369,4925.02,22,Loja Física,0
TRANS_904,CUST_134,3383.96,19,Online,1
TRANS_997,CUST_65,4906.58,17,Online,0
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_653,CUST_474,4113.29,1,Online,0
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_1175,CUST_433,4590.79,22,Online,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_521,CUST_409,3010.05,6,Online,0
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_1120,CUST_472,1679.36,20,Loja Física,1
TRANS_278,CUST_113,1700.55,1,Online,0
TRANS_415,CUST_384,889.86,10,Online,0
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_1355,CUST_491,2913.08,16,Online,0
TRANS_357,CUST_112,658.71,23,Online,1
TRANS_1788,CUST_59,50.15,8,Online,0
TRANS_676,CUST_257,3205.93,23,Online,1
TRANS_1722,CUST_264,1303.23,9,Online,0
TRANS_229,CUST_348,2911.95,23,Loja Física,0
TRANS_904,CUST_134,3383.96,19,Online,1
TRANS_1422,CUST_89,2790.76,21,Online,0
TRANS_3,CUST_349,607.23,23,Loja Física,1
TRANS_1648,CUST_224,562.0,13,Loja Física,1
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_637,CUST_86,4653.32,22,Loja Física,0
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_1481,CUST_86,4417.91,23,Online,1
TRANS_317,CUST_124,1858.34,7,Loja Física,0
TRANS_1366,CUST_13,776.53,15,Online,0
TRANS_543,CUST_215,4314.67,16,Online,0
TRANS_10,CUST_122,2699.76,9,Online,0
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1242,CUST_231,2440.9,23,Online,1
TRANS_581,CUST_311,3256.13,23,Online,1
TRANS_520,CUST_306,4757.26,7,Online,1
TRANS_581,CUST_311,3256.13,23,Online,1
TRANS_1578,CUST_319,3536.35,23,Loja Física,1
TRANS_1698,CUST_476,1236.79,12,Online,0
TRANS_448,CUST_317,3990.08,21,Online,1
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_1014,CUST_105,4301.4,23,Loja Física,1
TRANS_842,CUST_393,2531.73,11,Online,0
TRANS_1741,CUST_432,1377.15,10,Online,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_354,CUST_252,3285.4,15,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_107,CUST_456,2478.26,3,Online,0
TRANS_48,CUST_446,1095.18,1,Online,0
TRANS_1075,CUST_255,1587.22,10,Loja Física,0
TRANS_1584,CUST_149,1584.77,17,Loja Física,0
TRANS_1486,CUST_330,100.48,6,Online,0
TRANS_1407,CUST_361,1705.23,3,Loja Física,0
TRANS_28,CUST_386,2401.98,15,Online,0
TRANS_307,CUST_325,3402.74,23,Online,1
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_722,CUST_90,65.54,7,Loja Física,0
TRANS_1703,CUST_8,4789.16,18,Online,0
TRANS_832,CUST_442,891.26,21,Online,0
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_1293,CUST_331,1550.32,2,Online,0
TRANS_1500,CUST_136,3385.72,0,Online,0
TRANS_431,CUST_38,3257.91,16,Online,1
TRANS_725,CUST_410,4008.68,23,Online,1
TRANS_1836,CUST_342,2585.91,11,Loja Física,0
TRANS_1323,CUST_62,4369.12,23,Online,1
TRANS_75,CUST_367,873.61,3,Online,0
TRANS_148,CUST_261,3806.33,23,Online,1
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_1989,CUST_82,3919.88,13,Online,0
TRANS_1207,CUST_14,930.72,23,Online,1
TRANS_1661,CUST_429,2977.68,4,Online,1
TRANS_36,CUST_253,1197.69,6,Online,0
TRANS_1456,CUST_391,2419.62,19,Loja Física,0
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1578,CUST_319,3536.35,23,Loja Física,1
TRANS_1053,CUST_95,4546.55,21,Online,0
TRANS_651,CUST_400,4878.17,16,Online,0
TRANS_1980,CUST_7,2746.55,2,Online,0
TRANS_609,CUST_122,4635.37,11,Online,0
TRANS_337,CUST_424,4545.62,6,Loja Física,1
TRANS_369,CUST_9,3535.35,13,Online,0
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_1207,CUST_14,930.72,23,Online,1
TRANS_721,CUST_337,1079.93,7,Online,0
TRANS_1514,CUST_282,447.58,7,Online,1
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_354,CUST_252,3285.4,15,Online,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_571,CUST_5,1620.24,3,Online,1
TRANS_1924,CUST_478,4605.37,0,Loja Física,0
TRANS_63,CUST_274,2565.88,3,Loja Física,0
TRANS_1164,CUST_317,559.39,14,Loja Física,0
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_924,CUST_402,4991.75,0,Online,1
TRANS_953,CUST_164,2417.43,7,Loja Física,0
TRANS_1772,CUST_422,4718.79,13,Online,0
TRANS_615,CUST_118,3777.58,9,Loja Física,0
TRANS_1172,CUST_346,2115.63,4,Online,0
TRANS_1281,CUST_454,4371.74,10,Online,0
TRANS_1675,CUST_113,4036.74,15,Online,0
TRANS_904,CUST_134,3383.96,19,Online,1
TRANS_564,CUST_101,3623.07,2,Loja Física,0
TRANS_195,CUST_52,3194.44,14,Online,0
TRANS_970,CUST_212,1312.22,23,Online,0
TRANS_454,CUST_49,1626.31,21,Online,0
TRANS_723,CUST_264,1209.8,7,Online,0
TRANS_1840,CUST_287,4471.0,16,Loja Física,0
TRANS_110,CUST_252,4124.28,23,Online,1
TRANS_1527,CUST_303,1501.33,15,Online,0
TRANS_939,CUST_459,135.85,0,Online,0
TRANS_1099,CUST_482,2140.31,22,Online,0
TRANS_127,CUST_157,4404.95,13,Online,1
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_309,CUST_98,158.11,10,Online,0
TRANS_1999,CUST_273,3163.25,23,Online,1
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_1819,CUST_146,1796.1,22,Online,0
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_1540,CUST_104,2028.49,9,Online,0
TRANS_196,CUST_96,1990.98,0,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_1311,CUST_322,359.68,8,Online,0
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_1832,CUST_76,4752.54,5,Online,0
TRANS_1514,CUST_282,447.58,7,Online,1
TRANS_134,CUST_344,808.0,17,Online,1
TRANS_398,CUST_384,3197.4,12,Online,0
TRANS_1737,CUST_469,1213.26,22,Online,0
TRANS_778,CUST_342,874.68,16,Loja Física,0
TRANS_639,CUST_285,4088.16,14,Online,0
TRANS_1096,CUST_347,3175.18,4,Online,1
TRANS_1550,CUST_293,618.99,8,Online,0
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_731,CUST_391,4222.56,23,Online,1
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_1041,CUST_1,2599.33,1,Online,0
TRANS_158,CUST_33,1508.31,18,Loja Física,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_337,CUST_424,4545.62,6,Loja Física,1
TRANS_527,CUST_36,2058.09,7,Loja Física,0
TRANS_707,CUST_330,977.14,6,Online,0
TRANS_520,CUST_306,4757.26,7,Online,1
TRANS_103,CUST_270,1104.82,19,Loja Física,1
TRANS_217,CUST_62,167.47,18,Loja Física,0
TRANS_696,CUST_33,2549.56,20,Online,0
TRANS_505,CUST_386,613.82,4,Online,0
TRANS_1469,CUST_411,2040.88,3,Online,0
TRANS_1309,CUST_223,2097.64,17,Online,1
TRANS_809,CUST_151,1126.95,12,Online,0
TRANS_1340,CUST_225,3263.2,10,Online,0
TRANS_1093,CUST_338,2091.72,7,Online,0
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_77,CUST_455,3792.4,12,Loja Física,0
TRANS_1323,CUST_62,4369.12,23,Online,1
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1392,CUST_459,3782.29,3,Online,0
TRANS_214,CUST_66,3806.31,12,Loja Física,0
TRANS_569,CUST_492,4471.48,9,Online,0
TRANS_1739,CUST_223,3399.7,10,Online,0
TRANS_930,CUST_415,596.09,0,Online,0
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_761,CUST_224,3688.48,16,Loja Física,1
TRANS_520,CUST_306,4757.26,7,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_247,CUST_137,4933.38,18,Loja Física,0
TRANS_864,CUST_70,2777.65,0,Online,0
TRANS_893,CUST_387,1780.69,10,Online,0
TRANS_594,CUST_275,880.64,16,Online,0
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_1003,CUST_341,4860.17,23,Loja Física,1
TRANS_1709,CUST_471,382.65,12,Online,0
TRANS_1087,CUST_192,3078.41,2,Loja Física,0
TRANS_900,CUST_312,2902.02,18,Online,0
TRANS_962,CUST_41,3053.07,18,Online,0
TRANS_672,CUST_250,1562.52,6,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_180,CUST_398,2133.78,10,Online,0
TRANS_1995,CUST_402,1872.74,5,Online,1
TRANS_239,CUST_116,1461.85,9,Online,0
TRANS_1637,CUST_177,3259.94,19,Loja Física,0
TRANS_1308,CUST_408,609.52,0,Online,0
TRANS_127,CUST_157,4404.95,13,Online,1
TRANS_82,CUST_206,1122.97,6,Online,1
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_983,CUST_197,700.53,12,Online,0
TRANS_1749,CUST_147,1049.88,5,Online,0
TRANS_586,CUST_370,4970.73,4,Online,0
TRANS_1695,CUST_481,1518.06,11,Loja Física,1
TRANS_30,CUST_444,4369.02,23,Loja Física,1
TRANS_1661,CUST_429,2977.68,4,Online,1
TRANS_607,CUST_129,766.32,10,Loja Física,0
TRANS_1136,CUST_183,3172.54,21,Online,0
TRANS_1578,CUST_319,3536.35,23,Loja Física,1
TRANS_405,CUST_445,154.72,18,Online,1
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_568,CUST_60,432.86,20,Loja Física,1
TRANS_924,CUST_402,4991.75,0,Online,1
TRANS_1928,CUST_275,1373.99,17,Online,0
TRANS_652,CUST_218,3206.66,5,Online,0
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_1204,CUST_127,3340.68,15,Online,1
TRANS_571,CUST_5,1620.24,3,Online,1
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_792,CUST_206,3076.99,12,Loja Física,0
TRANS_679,CUST_4,3252.75,22,Online,0
TRANS_279,CUST_2,4075.05,4,Online,0
TRANS_1509,CUST_95,3845.77,23,Online,1
TRANS_620,CUST_373,185.62,3,Loja Física,0
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_1921,CUST_108,3487.56,11,Online,0
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_81,CUST_35,1126.08,3,Online,0
TRANS_991,CUST_251,2803.04,2,Online,1
TRANS_53,CUST_55,4396.2,5,Online,0
TRANS_1506,CUST_173,3703.68,6,Online,0
TRANS_990,CUST_242,4817.16,18,Online,0
TRANS_884,CUST_58,2245.81,21,Online,0
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_979,CUST_390,2440.42,21,Online,0
TRANS_1416,CUST_339,1300.38,22,Loja Física,0
TRANS_1291,CUST_4,3571.59,23,Loja Física,1
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_1781,CUST_342,3204.87,3,Online,0
TRANS_806,CUST_469,644.84,3,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_134,CUST_344,808.0,17,Online,1
TRANS_367,CUST_37,1247.33,8,Online,1
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_307,CUST_325,3402.74,23,Online,1
TRANS_1649,CUST_141,2581.73,21,Online,1
TRANS_1904,CUST_450,3548.06,11,Loja Física,0
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1693,CUST_162,2292.69,2,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_3,CUST_349,607.23,23,Loja Física,1
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_1589,CUST_202,1570.17,21,Online,0
TRANS_611,CUST_239,4210.96,22,Loja Física,0
TRANS_1127,CUST_126,1742.97,0,Online,0
TRANS_1860,CUST_310,1664.29,2,Online,1
TRANS_3,CUST_349,607.23,23,Loja Física,1
TRANS_1503,CUST_47,76.5,14,Online,0
TRANS_1158,CUST_403,3943.29,5,Online,0
TRANS_1649,CUST_141,2581.73,21,Online,1
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_743,CUST_164,4776.9,23,Loja Física,1
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1509,CUST_95,3845.77,23,Online,1
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1957,CUST_89,2526.45,14,Online,0
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_3,CUST_349,607.23,23,Loja Física,1
TRANS_924,CUST_402,4991.75,0,Online,1
TRANS_1774,CUST_222,2609.69,23,Online,0
TRANS_1721,CUST_495,3372.28,7,Loja Física,1
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_3,CUST_349,607.23,23,Loja Física,1
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1220,CUST_7,473.82,14,Online,0
TRANS_1229,CUST_294,2175.81,1,Online,0
TRANS_82,CUST_206,1122.97,6,Online,1
TRANS_1120,CUST_472,1679.36,20,Loja Física,1
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_922,CUST_20,2993.14,14,Loja Física,0
TRANS_984,CUST_303,2664.44,19,Loja Física,0
TRANS_1060,CUST_118,3879.18,21,Online,0
TRANS_357,CUST_112,658.71,23,Online,1
TRANS_581,CUST_311,3256.13,23,Online,1
TRANS_127,CUST_157,4404.95,13,Online,1
TRANS_230,CUST_473,1348.62,12,Loja Física,0
TRANS_1673,CUST_194,89.65,10,Online,1
TRANS_66,CUST_316,1106.33,9,Online,0
TRANS_1652,CUST_435,78.39,12,Online,0
TRANS_1599,CUST_90,1941.31,23,Online,0
TRANS_367,CUST_37,1247.33,8,Online,1
TRANS_1390,CUST_373,804.32,4,Online,0
TRANS_815,CUST_42,1207.26,12,Loja Física,0
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1481,CUST_86,4417.91,23,Online,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1430,CUST_104,4969.27,22,Online,0
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_1993,CUST_423,1665.62,14,Online,0
TRANS_621,CUST_385,1519.13,0,Online,0
TRANS_1231,CUST_371,3011.61,21,Loja Física,0
